id,,regimen,sex,period,ALBUMIN,ALKPHOSPH,SGPTALT,SGOTAST,TOTBILI,BUN,CALCIUM blood,CREAT blood,GAMMAGT,Glycemia,PHOSPH blood,TOTPROT,DIRBILI,SODIUM Sang,POTASSIUM Sang,CHLORIDE Sang,GLOBULINE,AGRATIO,GRAVITY,GLUCOSE,BILI,KETONE,BLOOD,PH,PROT,UROBILI,PTSEC,APTTSEC,WBC,RBC,HGB,HCT,MCV,MCH,MCHC,PLT,ABSNEUT,ABSLYMPH,ABSMONO,ABSEOS,ABSBASO,ABSLUC,NEUT,LYMPH,MONO,EOS,BASO,LUC,CALCIUM,CREAT,UPROT,PHOSPH,SODIUM,POTASSIUM,CHLORIDE,NAKRATIO,CREATCLEARANCE,VOLTOTAL,TERMINALBODYWEIGHT,ADRENAL,HEART,LIVER,TESTIS,BRAIN,KIDNEY,SPLEEN,OVARY
12,12,reference6,M,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556,0.07,2.156,17.055,3.433,2.158,4.553,0.789,NA
13,13,reference6,M,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,625.6,0.058,1.993,18.965,3.506,2.39,4.332,0.861,NA
14,14,reference6,M,1,4.2,198,53,111,0.1,13.7,9.8,0.3,0,103,7.3,6.4,0.01,147,5.1,98,2.2,1.91,1.036,0,0,0.01,0,7,100,0.2,NA,NA,9.81,8.48,15.8,45.9,54.1,18.7,34.5,1003,1.71,7.58,0.19,0.19,0.03,0.11,17.5,77.2,2,1.9,0.3,1.1,4.8,112.2,167,184.3,78,183.5,92,0.43,0.67,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,14,reference6,M,2,4.2,108,58,79,0.21,15.1,12.1,0.5,0.001,219,9.6,6.5,0.001,151,6.6,102,2.3,1.83,1.045,0,0,15,2,6.5,30,0.2,12.1,16.2,8.12,8.35,14.4,42.7,51.1,17.2,33.7,970,2.13,5.43,0.25,0.11,0.06,0.15,26.2,66.9,3.1,1.4,0.7,1.8,5.8,159.3,200,181.1,41,208,64,0.2,0.24,5.5,526.3,0.049,1.888,14.425,3.78,2.382,4.6,0.822,NA
15,15,reference6,M,1,4.1,138,41,120,0.1,11.3,9.5,0.3,0,125,7.1,6,0.01,147,5.2,101,1.9,2.16,1.035,0,0,0.01,2,7,30,0.2,NA,NA,8.27,8.25,15.3,44.2,53.5,18.6,34.7,948,0.77,7.12,0.16,0.06,0.03,0.13,9.4,86.1,1.9,0.7,0.3,1.6,3,129,143,149.7,54,162.5,64,0.33,0.49,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,15,reference6,M,2,4.3,79,37,79,0.2,16.2,11.2,0.6,0.001,212,9.5,6.6,0.001,149,6.5,106,2.3,1.87,1.045,0,0,15,3,7,100,0.2,12.3,17.5,7.02,8.46,14.8,43.5,51.4,17.6,34.2,912,0.84,5.77,0.16,0.09,0.05,0.11,11.9,82.2,2.2,1.2,0.8,1.6,4.7,208.1,142,131.2,65,204.5,73,0.32,0.27,6,567.7,0.064,1.588,16.471,3.641,2.378,4.56,0.892,NA
16,16,reference6,M,1,4.5,238,46,137,0.1,12.3,9.9,0.3,0,109,7.5,6.4,0.1,148,5,99,1.9,2.37,1.041,0,0,0.01,0,7,100,0.2,NA,NA,15.02,8.97,16.3,46.2,51.6,18.2,35.3,988,1.42,12.78,0.37,0.19,0.08,0.18,9.4,85.1,2.5,1.3,0.5,1.2,4.2,142.2,148,195.4,48,199.5,66,0.24,0.56,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,16,reference6,M,2,4.4,131,42,81,0.2,14.8,11.4,0.5,0.001,225,10.5,7,0.001,149,7,105,2.6,1.69,NA,NA,NA,NA,NA,NA,NA,NA,11.8,14.1,10.3,8.46,14.6,42.8,50.6,17.3,34.2,1103,2.67,7.08,0.21,0.13,0.07,0.14,25.9,68.8,2,1.2,0.7,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,469.7,0.082,1.827,12.53,3.525,2.35,3.926,1.022,NA
17,17,reference6,M,1,4,95,39,116,0.1,16,9.9,0.3,0,110,7.1,5.9,0.01,146,4.7,99,1.9,2.11,1.035,0,0,0.01,0,7,300,0.2,NA,NA,10.91,8.07,15.2,43.8,54.3,18.9,34.7,895,0.63,9.74,0.25,0.07,0.04,0.18,5.8,89.3,2.3,0.7,0.4,1.6,4.2,114.9,176,143.2,48,180.5,79,0.27,0.88,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,17,reference6,M,2,4.4,64,39,78,0.21,15.7,10.8,0.6,0.001,174,8.1,6.7,0.001,150,6.3,109,2.3,1.91,1.034,0,0,15,2,7,300,0.2,12.6,17.3,4.96,8.02,14.3,42.8,53.4,17.9,33.4,722,0.81,3.82,0.09,0.05,0.06,0.12,16.4,77.1,1.9,1,1.2,2.5,6.6,119.1,252,84.8,61,168,70,0.36,0.33,12.5,541.2,0.045,1.858,13.793,3.893,2.251,4.09,0.924,NA
18,18,reference6,M,1,4.1,123,34,113,0.1,13.2,9.6,0.4,0,125,7.4,6.3,0.01,143,4.9,96,2.2,1.86,1.044,0,0,15,3,6.5,100,0.2,NA,NA,14.83,8.63,16.2,46,53.2,18.8,35.3,879,1.77,12.17,0.42,0.18,0.07,0.23,11.9,82.1,2.8,1.2,0.5,1.5,9,137.9,151,231,44,239.5,77,0.18,0.41,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,18,reference6,M,2,4.2,71,42,69,0.21,16.3,11.4,0.5,0.001,197,11.3,6.6,0.001,148,7.2,105,2.4,1.75,1.065,0,0,40,0,7,300,1,13.6,19.2,7.27,8.29,14.4,43,51.9,17.4,33.5,947,1.33,5.44,0.19,0.09,0.06,0.15,18.3,74.8,2.7,1.3,0.8,2.1,7.8,235.6,600,141.1,41,346.5,115,0.12,0.22,3,472.9,0.061,1.682,14.067,3.333,2.126,3.503,0.836,NA
19,19,reference6,M,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502.4,0.057,1.72,14.143,3.854,2.311,4.592,0.824,NA
20,20,reference6,M,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565.5,0.074,1.675,17.224,3.545,2.333,4.232,0.858,NA
